,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
50,Sanjib Barman (Gopi),CPI(M),1,Graduate,54,"Rs 36,26,798 ~ 36 Lacs+","Rs 28,69,205 ~ 28 Lacs+",BIRBHUM,WestBengal2021,7
51,Shyamali Pradhan,CPI(M),0,Graduate,48,"Rs 3,61,229 ~ 3 Lacs+","Rs 30,000 ~ 30 Thou+",BIRBHUM,WestBengal2021,7
52,Shyamapada Mondal,BJP,9,12th Pass,51,"Rs 42,56,000 ~ 42 Lacs+","Rs 55,000 ~ 55 Thou+",BIRBHUM,WestBengal2021,0
53,Siddhartha Banerjee,Paradise Party,0,Graduate,47,"Rs 4,51,96,515 ~ 4 Crore+","Rs 3,14,10,208 ~ 3 Crore+",BIRBHUM,WestBengal2021,7
54,Sk Sirajul Hoque,Mulnibasi Party of India,0,10th Pass,62,"Rs 17,10,000 ~ 17 Lacs+",Rs 0 ~,BIRBHUM,WestBengal2021,0
55,Sona Murmu,Bahujan Mukti Party,0,8th Pass,38,"Rs 95,733 ~ 95 Thou+",Rs 0 ~,BIRBHUM,WestBengal2021,0
56,Subhasis Choudhury (Khokan),BJP,1,Graduate,57,"Rs 66,45,324 ~ 66 Lacs+","Rs 10,00,000 ~ 10 Lacs+",BIRBHUM,WestBengal2021,7
57,Sunil Murmu,BSP,1,8th Pass,44,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,BIRBHUM,WestBengal2021,0
58,Sushen Das,BSP,0,8th Pass,53,"Rs 1,46,700 ~ 1 Lacs+","Rs 45,000 ~ 45 Thou+",BIRBHUM,WestBengal2021,0
59,Syed Mahfuzul Karim,CPI(M),0,Graduate,56,"Rs 51,35,004 ~ 51 Lacs+",Rs 0 ~,BIRBHUM,WestBengal2021,7
60,Tapan Hore,Revolutionary Socialist Party,0,Post Graduate,74,"Rs 17,53,000 ~ 17 Lacs+",Rs 0 ~,BIRBHUM,WestBengal2021,0
61,Tapas Kumar Yadav(Ananda Yadav),BJP,4,10th Pass,52,"Rs 34,60,93,674 ~ 34 Crore+","Rs 8,66,55,700 ~ 8 Crore+",BIRBHUM,WestBengal2021,0
62,Tapas Mondal,Amra Bangalee,0,Graduate,46,"Rs 71,977 ~ 71 Thou+",Rs 0 ~,BIRBHUM,WestBengal2021,7
63,Tarak Let,BSP,0,8th Pass,38,"Rs 1,40,300 ~ 1 Lacs+",Rs 0 ~,BIRBHUM,WestBengal2021,0
64,Tarakeswar Saha,BJP,3,8th Pass,33,"Rs 3,51,902 ~ 3 Lacs+","Rs 31,384 ~ 31 Thou+",BIRBHUM,WestBengal2021,0
65,Tarapada Badyakar,BSP,0,8th Pass,29,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,BIRBHUM,WestBengal2021,0
0,Abdur Rouf,AIFB,2,12th Pass,54,"Rs 22,19,960 ~ 22 Lacs+","Rs 1,25,369 ~ 1 Lacs+",COOCHBEHAR,WestBengal2021,0
1,Abdus Salam,SUCI(C),0,Graduate,40,"Rs 1,39,751 ~ 1 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,7
2,Adhikary Paresh Chandra,AITC,0,12th Pass,68,"Rs 2,83,27,987 ~ 2 Crore+","Rs 38,77,281 ~ 38 Lacs+",COOCHBEHAR,WestBengal2021,0
3,Akik Hassan,CPI(M),1,Post Graduate,31,"Rs 4,99,233 ~ 4 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
4,Akshay Thakur,AIFB,2,12th Pass,71,"Rs 1,16,28,112 ~ 1 Crore+","Rs 6,00,000 ~ 6 Lacs+",COOCHBEHAR,WestBengal2021,0
5,Anamika Paul,IND,0,Post Graduate,46,"Rs 2,76,865 ~ 2 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
6,Anil Chandra Barman Roy,SUCI(C),0,12th Pass,62,"Rs 1,454 ~ 1 Thou+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
7,Anil Chandra Roy,SUCI(C),0,Graduate,53,"Rs 10,60,443 ~ 10 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,7
8,Animesh Mohanta,IND,0,12th Pass,40,"Rs 27,57,517 ~ 27 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
9,Ashok Barman,CPI(M),0,Graduate Professional,38,"Rs 26,77,830 ~ 26 Lacs+","Rs 26,46,166 ~ 26 Lacs+",COOCHBEHAR,WestBengal2021,0
10,Avijit De Bhowmik,AITC,11,Graduate Professional,46,"Rs 1,25,76,276 ~ 1 Crore+","Rs 7,00,111 ~ 7 Lacs+",COOCHBEHAR,WestBengal2021,0
11,Babla Deb,Amra Bangalee,0,12th Pass,33,"Rs 14,682 ~ 14 Thou+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
12,Baren Chandra Barman,BJP,1,Post Graduate,47,"Rs 60,76,622 ~ 60 Lacs+","Rs 11,43,178 ~ 11 Lacs+",COOCHBEHAR,WestBengal2021,0
13,Bhola Saha,SUCI(C),0,10th Pass,58,"Rs 97,459 ~ 97 Thou+","Rs 1,15,000 ~ 1 Lacs+",COOCHBEHAR,WestBengal2021,0
14,Bidhan Barma,IND,0,8th Pass,40,"Rs 1,59,599 ~ 1 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
15,Bikash Barman,SUCI(C),0,Graduate,35,"Rs 2,39,441 ~ 2 Lacs+","Rs 1,14,000 ~ 1 Lacs+",COOCHBEHAR,WestBengal2021,7
16,Binay Krishna Barman,AITC,0,Graduate Professional,60,"Rs 4,63,31,384 ~ 4 Crore+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
17,Chinu Roy Barman,Amra Bangalee,0,10th Pass,31,"Rs 5,500 ~ 5 Thou+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
18,Dadhiram Ray,BJP,15,12th Pass,38,"Rs 28,59,506 ~ 28 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
19,Dalendra Nath Ray,Amra Bangalee,0,12th Pass,66,"Rs 56,23,527 ~ 56 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
20,Dhananjay Barman,IND,0,12th Pass,42,"Rs 2,86,43,000 ~ 2 Crore+","Rs 1,27,50,000 ~ 1 Crore+",COOCHBEHAR,WestBengal2021,0
21,Dipak Kumar Roy,BJP,0,Post Graduate,55,"Rs 33,27,000 ~ 33 Lacs+","Rs 18,00,000 ~ 18 Lacs+",COOCHBEHAR,WestBengal2021,0
22,Ekramul Hoque,United Socialist Party,0,12th Pass,34,"Rs 78,257 ~ 78 Thou+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
23,Girindra Nath Barman,AITC,0,Post Graduate,67,"Rs 2,18,39,436 ~ 2 Crore+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
24,Gobinda Chandra Roy,AIFB,2,Post Graduate,63,"Rs 42,67,063 ~ 42 Lacs+","Rs 2,90,000 ~ 2 Lacs+",COOCHBEHAR,WestBengal2021,0
25,Golapi Roy,IND,0,5th Pass,33,"Rs 2,100 ~ 2 Thou+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
26,Gopal Roy,Amra Bangalee,0,12th Pass,41,"Rs 15,75,000 ~ 15 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
27,Haradhan Roy,IND,0,Post Graduate,34,"Rs 14,000 ~ 14 Thou+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
28,Hare Krishna Sarkar,IND,0,Post Graduate,49,"Rs 1,54,95,000 ~ 1 Crore+","Rs 19,98,000 ~ 19 Lacs+",COOCHBEHAR,WestBengal2021,0
29,Jagadish Adhikari,SUCI(C),0,8th Pass,50,"Rs 11,09,200 ~ 11 Lacs+","Rs 40,000 ~ 40 Thou+",COOCHBEHAR,WestBengal2021,0
30,Jagadish Chandra Barma Basunia,AITC,1,Graduate Professional,57,"Rs 1,51,90,525 ~ 1 Crore+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
31,Jiban Kumar Saha,Amra Bangalee,0,12th Pass,66,"Rs 36,08,651 ~ 36 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
32,Jyotish Roy,BSP,0,Literate,71,"Rs 56,32,000 ~ 56 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,2
33,Kamal Barman,Amra Bangalee,0,8th Pass,52,"Rs 25,20,000 ~ 25 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
34,Kangsa Raj Barman,Kamatapur Peoples Party (United),1,12th Pass,52,"Rs 31,16,000 ~ 31 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
35,Kashikanta Barman,IND,0,5th Pass,56,"Rs 3,500 ~ 3 Thou+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
36,Keshab Chandra Ray,INC,1,Graduate Professional,69,"Rs 52,42,714 ~ 52 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
37,Khokan Majumdar,BSP,0,5th Pass,71,"Rs 30,00,000 ~ 30 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
38,Kukil Adhikari,Kamatapur Peoples Party (United),0,10th Pass,36,"Rs 11,85,557 ~ 11 Lacs+","Rs 56,200 ~ 56 Thou+",COOCHBEHAR,WestBengal2021,0
39,Lalchad Barman,IND,0,10th Pass,66,"Rs 15,07,500 ~ 15 Lacs+","Rs 2,00,000 ~ 2 Lacs+",COOCHBEHAR,WestBengal2021,0
40,Lebu Miyan,IND,0,10th Pass,37,"Rs 22,000 ~ 22 Thou+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
41,Malati Rava Roy,BJP,9,Graduate,56,"Rs 71,30,820 ~ 71 Lacs+","Rs 1,05,000 ~ 1 Lacs+",COOCHBEHAR,WestBengal2021,7
42,Manik Chandra Barman,Kamatapur Peoples Party (United),0,10th Pass,40,"Rs 11,000 ~ 11 Thou+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
43,Mihir Goswami,BJP,0,Graduate Professional,67,"Rs 1,40,05,424 ~ 1 Crore+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
44,Nagendra Nath Roy,AIFB,0,Post Graduate,65,"Rs 57,05,911 ~ 57 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
45,Naresh Chandra Roy,IND,0,Post Graduate,48,"Rs 85,00,000 ~ 85 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
46,Nazma Khandakar,SUCI(C),0,12th Pass,61,"Rs 70,25,087 ~ 70 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
47,Nikhil Ranjan Dey,BJP,4,12th Pass,63,"Rs 9,73,786 ~ 9 Lacs+","Rs 3,75,000 ~ 3 Lacs+",COOCHBEHAR,WestBengal2021,0
48,Nirmal Chandra Barman,IND,0,8th Pass,44,"Rs 4,45,000 ~ 4 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
49,Nisith Pramanik,BJP,13,10th Pass,35,"Rs 60,74,006 ~ 60 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
50,Partha Pratim Ray,AITC,0,Post Graduate,39,"Rs 2,29,80,465 ~ 2 Crore+","Rs 77,17,387 ~ 77 Lacs+",COOCHBEHAR,WestBengal2021,0
51,Pradip Roy,SUCI(C),0,Graduate,44,"Rs 23,35,793 ~ 23 Lacs+","Rs 2,75,000 ~ 2 Lacs+",COOCHBEHAR,WestBengal2021,7
52,Prahallad Layek,IND,0,8th Pass,40,"Rs 13,05,000 ~ 13 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
53,Pranab Kumar Dey,AITC,0,12th Pass,60,"Rs 2,50,69,663 ~ 2 Crore+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
54,Prasanna Kumar Roy,Amra Bangalee,0,8th Pass,68,"Rs 94,200 ~ 94 Thou+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
55,Proshanta Barman,LJP,5,Graduate,27,"Rs 3,38,100 ~ 3 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,7
56,Rabin Roy,INC,2,12th Pass,67,"Rs 66,63,228 ~ 66 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
57,Rabindra Nath Ghosh,AITC,0,Graduate,65,"Rs 6,70,82,637 ~ 6 Crore+","Rs 22,00,000 ~ 22 Lacs+",COOCHBEHAR,WestBengal2021,7
58,Ranjit Kumar Roy,SUCI(C),0,Graduate,37,"Rs 8,896 ~ 8 Thou+",Rs 0 ~,COOCHBEHAR,WestBengal2021,7
59,Ratan Barman,Amra Bangalee,0,10th Pass,56,"Rs 16,05,500 ~ 16 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
60,Rati Ranjan Paul,IND,0,10th Pass,53,"Rs 21,46,383 ~ 21 Lacs+","Rs 29,600 ~ 29 Thou+",COOCHBEHAR,WestBengal2021,0
61,Sahidul Hossain,IND,0,Graduate,45,"Rs 9,91,624 ~ 9 Lacs+","Rs 1,40,000 ~ 1 Lacs+",COOCHBEHAR,WestBengal2021,7
62,Samaresh Ray,Kamatapur Peoples Party (United),0,Post Graduate,39,"Rs 15,54,411 ~ 15 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
63,Subhash Barman,IND,0,10th Pass,46,"Rs 3,32,500 ~ 3 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
64,Sudhangshu Pramanik,CPI(M),3,Graduate,42,"Rs 30,76,592 ~ 30 Lacs+","Rs 16,80,869 ~ 16 Lacs+",COOCHBEHAR,WestBengal2021,7
65,Sukumar Roy,BJP,3,8th Pass,52,"Rs 49,26,194 ~ 49 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,0
66,Sunil Mahanta,IND,0,Graduate,52,"Rs 53,54,225 ~ 53 Lacs+","Rs 6,00,000 ~ 6 Lacs+",COOCHBEHAR,WestBengal2021,7
67,Sushil Barman,BJP,2,Graduate,53,"Rs 10,12,680 ~ 10 Lacs+",Rs 0 ~,COOCHBEHAR,WestBengal2021,7
68,Sushil Chandra Das,IND,0,Graduate,54,"Rs 6,18,263 ~ 6 Lacs+","Rs 1,00,000 ~ 1 Lacs+",COOCHBEHAR,WestBengal2021,7
69,Udayan Guha,AITC,2,Graduate,66,"Rs 5,32,74,492 ~ 5 Crore+","Rs 3,52,691 ~ 3 Lacs+",COOCHBEHAR,WestBengal2021,7
0,Akshay Sarkar,Kamatapur Peoples Party (United),0,10th Pass,53,"Rs 1,57,327 ~ 1 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
1,Albinus Hasda,Bahujan Mukti Party,0,Post Graduate,46,"Rs 54,20,487 ~ 54 Lacs+","Rs 14,00,000 ~ 14 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,0
2,Anup Barman,Kamatapur Peoples Party (United),0,12th Pass,25,"Rs 1,00,179 ~ 1 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
3,Arun Kanti Bala,BSP,0,Post Graduate,52,"Rs 4,48,227 ~ 4 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
4,Ashok Kumar Lahiri,BJP,0,Doctorate,69,"Rs 7,43,09,351 ~ 7 Crore+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,10
5,Bablu Kisku,BSP,0,Graduate,42,"Rs 14,306 ~ 14 Thou+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,7
6,Bhimnal Sarkar,IND,0,10th Pass,52,"Rs 2,26,000 ~ 2 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
7,Bijan Chakraborty,IND,0,Graduate,54,"Rs 7,000 ~ 7 Thou+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,7
8,Biplab Mitra,AITC,0,Graduate Professional,69,"Rs 2,28,06,282 ~ 2 Crore+","Rs 9,08,427 ~ 9 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,0
9,Birendra Nath Mahanta,SUCI(C),0,Graduate Professional,46,"Rs 41,62,500 ~ 41 Lacs+","Rs 9,00,000 ~ 9 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,0
10,Biswanath Sarkar,BSP,0,10th Pass,42,"Rs 17,75,715 ~ 17 Lacs+","Rs 25,000 ~ 25 Thou+",DAKHSIN DINAJPUR,WestBengal2021,0
11,Budhrai Tudu,BJP,0,Graduate Professional,48,"Rs 57,47,782 ~ 57 Lacs+","Rs 27,87,517 ~ 27 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,0
12,Chaudhuri Nargis Banu,INC,0,12th Pass,51,"Rs 1,52,03,715 ~ 1 Crore+","Rs 8,80,000 ~ 8 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,0
13,Dulal Barman,Bahujan Mukti Party,0,Graduate Professional,49,"Rs 6,66,777 ~ 6 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
14,Goutam Das,AITC,0,Graduate,47,"Rs 1,05,07,264 ~ 1 Crore+","Rs 8,80,000 ~ 8 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,7
15,Harish Mahato,SUCI(C),0,12th Pass,28,"Rs 19,03,000 ~ 19 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
16,Jalaluddin Ahmed,IND,0,8th Pass,57,"Rs 6,90,219 ~ 6 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
17,Jogesh Chandra Murmu,BSP,0,8th Pass,41,"Rs 29,147 ~ 29 Thou+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
18,Kalicharan Ekka,SUCI(C),0,8th Pass,49,"Rs 7,29,500 ~ 7 Lacs+","Rs 50,000 ~ 50 Thou+",DAKHSIN DINAJPUR,WestBengal2021,0
19,Kalpana Kisku,AITC,0,10th Pass,33,"Rs 30,91,409 ~ 30 Lacs+","Rs 5,00,000 ~ 5 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,0
20,Manas Sarkar,BJP,8,Graduate,47,"Rs 69,66,162 ~ 69 Lacs+","Rs 1,93,456 ~ 1 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,7
21,Nanda Lal Hazra,CPI(M),1,10th Pass,60,"Rs 7,46,700 ~ 7 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
22,Narmada Chandra Roy,Revolutionary Socialist Party,0,Graduate,65,"Rs 68,97,132 ~ 68 Lacs+","Rs 1,36,577 ~ 1 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,7
23,Narottam Saha,Amra Bangalee,0,Graduate,49,"Rs 17,22,223 ~ 17 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,7
24,Nilanjan Roy,BJP,11,Post Graduate,46,"Rs 74,37,333 ~ 74 Lacs+","Rs 7,77,238 ~ 7 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,0
25,Nipesh Tirki,Kamatapur Peoples Party (United),0,Graduate,32,"Rs 11,13,100 ~ 11 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,7
26,Pradip Kumar Pramanik,IND,0,Post Graduate,45,"Rs 41,67,835 ~ 41 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
27,Rafikul Islam,CPI(M),3,12th Pass,65,"Rs 60,55,658 ~ 60 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
28,Raghu Urow,Revolutionary Socialist Party,0,Graduate Professional,60,"Rs 89,97,752 ~ 89 Lacs+","Rs 3,02,730 ~ 3 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,0
29,Ranajit Deb,SUCI(C),0,10th Pass,58,"Rs 1,95,500 ~ 1 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
30,Ranjit Kumar Roy,BJP,1,10th Pass,50,"Rs 6,06,067 ~ 6 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
31,Rekha Roy,AITC,1,10th Pass,34,"Rs 16,73,447 ~ 16 Lacs+","Rs 3,38,041 ~ 3 Lacs+",DAKHSIN DINAJPUR,WestBengal2021,0
32,Rubel Sarkar,Kamatapur Peoples Party (United),0,Post Graduate,25,"Rs 1,12,512 ~ 1 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
33,Satyendra Nath Ray,BJP,0,10th Pass,64,"Rs 56,14,670 ~ 56 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
34,Sekhar Dasgupta,AITC,0,Graduate Professional,69,"Rs 68,84,313 ~ 68 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
35,Shankar Mardi,Bahujan Mukti Party,0,10th Pass,40,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
36,Subrata Roy,CPI(ML)(L) Red Star,0,12th Pass,51,"Rs 2,31,200 ~ 2 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,0
37,Sucheta Biswas,Revolutionary Socialist Party,0,Graduate,67,"Rs 83,68,989 ~ 83 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,7
38,Toraf Hossain Mandal,AITC,1,Graduate,61,"Rs 85,37,020 ~ 85 Lacs+",Rs 0 ~,DAKHSIN DINAJPUR,WestBengal2021,7
0,Amit Lakra,Bhartiya Tribal Party,0,Graduate,33,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,DARJEELING,WestBengal2021,7
1,Anandamay Barman,BJP,1,Post Graduate,38,"Rs 1,16,85,645 ~ 1 Crore+","Rs 10,00,000 ~ 10 Lacs+",DARJEELING,WestBengal2021,0
2,Anjani Sharma,IND,1,Graduate,40,"Rs 89,32,000 ~ 89 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,7
3,Asok Bhattacharya,CPI(M),9,Graduate,71,"Rs 61,67,476 ~ 61 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,7
4,Bharat Prakash Rai,IND,0,Post Graduate,72,"Rs 83,528 ~ 83 Thou+",Rs 0 ~,DARJEELING,WestBengal2021,0
5,Bhola Tirki,SUCI(C),0,Literate,74,"Rs 7,51,225 ~ 7 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,2
6,Bhupendra Lepcha,IND,0,Graduate Professional,43,"Rs 12,500 ~ 12 Thou+",Rs 0 ~,DARJEELING,WestBengal2021,0
7,Bhushan Kumar Soni,JD(U),0,8th Pass,46,Nil,Rs 0 ~,DARJEELING,WestBengal2021,0
8,Bikram Rai,IND,0,Post Graduate,38,"Rs 9,240 ~ 9 Thou+",Rs 0 ~,DARJEELING,WestBengal2021,0
9,Bishnu Prasad Sharma,BJP,7,10th Pass,52,"Rs 23,08,645 ~ 23 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,0
10,Chayan Guha,Amra Bangalee,0,Post Graduate,51,"Rs 46,13,879 ~ 46 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,0
11,Chhotan Kisku,AITC,1,10th Pass,53,"Rs 31,90,569 ~ 31 Lacs+","Rs 9,12,251 ~ 9 Lacs+",DARJEELING,WestBengal2021,0
12,Chhotan Saha,RPI(A),0,Graduate,28,"Rs 1,36,012 ~ 1 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,7
13,Dipti Roy,SUCI(C),0,Graduate,56,"Rs 25,76,800 ~ 25 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,7
14,Dr. Omprakash Mishra,AITC,2,Doctorate,60,"Rs 1,48,68,208 ~ 1 Crore+","Rs 26,85,000 ~ 26 Lacs+",DARJEELING,WestBengal2021,10
15,Durga Murmu,BJP,0,12th Pass,42,"Rs 1,17,03,526 ~ 1 Crore+",Rs 0 ~,DARJEELING,WestBengal2021,0
16,Gautam Raj Rai,CPI(M),0,10th Pass,62,"Rs 66,01,296 ~ 66 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,0
17,Habul Ghosh,IND,0,Graduate,32,"Rs 72,59,202 ~ 72 Lacs+","Rs 23,77,115 ~ 23 Lacs+",DARJEELING,WestBengal2021,7
18,Harish Chandra Barman,SUCI(C),0,10th Pass,38,"Rs 31,92,000 ~ 31 Lacs+","Rs 2,50,000 ~ 2 Lacs+",DARJEELING,WestBengal2021,0
19,Kakali Majumdar (Roy),BSP,0,10th Pass,45,"Rs 84,03,446 ~ 84 Lacs+","Rs 1,54,000 ~ 1 Lacs+",DARJEELING,WestBengal2021,0
20,Karuna Ranjan Soren,BSP,0,10th Pass,39,"Rs 15,95,000 ~ 15 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,0
21,Keshav Raj Sharma,IND,5,Post Graduate,35,"Rs 33,28,927 ~ 33 Lacs+","Rs 5,31,424 ~ 5 Lacs+",DARJEELING,WestBengal2021,0
22,Milan Thokar,IND,0,Graduate,50,"Rs 1,58,000 ~ 1 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,7
23,Narbu Lama,IND,0,12th Pass,48,"Rs 61,96,400 ~ 61 Lacs+","Rs 24,33,345 ~ 24 Lacs+",DARJEELING,WestBengal2021,0
24,Neeraj Tamang Zimba,BJP,8,Post Graduate,39,"Rs 64,79,050 ~ 64 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,0
25,Nima Gyamtsho Sherpa,IND,0,10th Pass,41,Nil,Rs 0 ~,DARJEELING,WestBengal2021,0
26,Nintu Dutta,Republican Party of India (A),0,10th Pass,48,"Rs 30,000 ~ 30 Thou+",Rs 0 ~,DARJEELING,WestBengal2021,0
27,Pemba Tshering,IND,5,Graduate Professional,56,"Rs 84,05,000 ~ 84 Lacs+","Rs 25,00,000 ~ 25 Lacs+",DARJEELING,WestBengal2021,0
28,Pranav Pradhan,IND,0,Graduate,30,"Rs 11,92,984 ~ 11 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,7
29,Rajen Sundas,AITC,0,Graduate,62,"Rs 37,63,943 ~ 37 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,7
30,Rakesh Mondal,IND,0,Graduate,51,"Rs 40,45,000 ~ 40 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,7
31,Sankar Ghosh,BJP,2,Doctorate,48,"Rs 1,54,33,178 ~ 1 Crore+","Rs 28,39,918 ~ 28 Lacs+",DARJEELING,WestBengal2021,10
32,Sankar Malakar,INC,5,12th Pass,66,"Rs 3,78,93,737 ~ 3 Crore+",Rs 0 ~,DARJEELING,WestBengal2021,0
33,Sudip Mandal,BSP,0,10th Pass,42,"Rs 10,92,500 ~ 10 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,0
34,Sumanti Ekka,CPI(ML)(L),0,8th Pass,26,"Rs 7,000 ~ 7 Thou+",Rs 0 ~,DARJEELING,WestBengal2021,0
35,Sunil Chandra Tirkey,INC,0,Graduate,72,"Rs 64,76,249 ~ 64 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,7
36,Suraj Gurung,IND,0,Post Graduate,38,"Rs 29,345 ~ 29 Thou+",Rs 0 ~,DARJEELING,WestBengal2021,0
37,Tshering Lama,IND,1,Post Graduate,56,"Rs 1,30,19,727 ~ 1 Crore+","Rs 20,13,597 ~ 20 Lacs+",DARJEELING,WestBengal2021,0
38,Ugam Lama,IND,0,Graduate,46,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,DARJEELING,WestBengal2021,7
39,Uttam Brahman,CPI(M),0,Graduate,54,"Rs 4,06,790 ~ 4 Lacs+",Rs 0 ~,DARJEELING,WestBengal2021,7
